yaw,pitch
0.24969648371112546,0.4076069611713258
0.24997370678962327,0.413707141164247
0.2501816255161114,0.4171929888607454
0.2503202370553603,0.4215502450054174
0.2503895442425995,0.4250360927019159
0.25045884859460915,0.42852194039841435
0.2505281557818484,0.4320077880949128
0.2505281557818484,0.43287926784435443
0.2505281557818484,0.43287926784435443
0.2505281557818484,0.43287926784435443
0.25059746013385803,0.43287926784435443
0.25059746013385803,0.43287926784435443
0.25059746013385803,0.43287926784435443
0.25059746013385803,0.43287926784435443
0.2507360745083365,0.43287926784435443
0.23907936262099605,0.4154932379303352
0.23783185593252637,0.41353245305738406
0.2370521621258107,0.4115716681844329
0.2365843464088272,0.4115716681844329
0.2362724711543246,0.4115716681844329
0.23611653069184368,0.41353245305738406
0.23596059306459238,0.41353245305738406
0.23580465543734108,0.41353245305738406
0.23580465543734108,0.41353245305738406
0.23564871497486017,0.4154932379303352
0.2223229091004726,0.3623342566372211
0.2223229091004726,0.3623342566372211
0.22246152063972152,0.3623342566372211
0.22266943653098004,0.3623342566372211
0.2229466624447074,0.36320573638666276
0.2232238855232052,0.36320573638666276
0.22343180424969333,0.36320573638666276
0.2235704157889422,0.36320573638666276
0.2237090273281911,0.36320573638666276
0.2237090273281911,0.36320573638666276
0.2237090273281911,0.36320573638666276
0.2237090273281911,0.36320573638666276
0.2237090273281911,0.3623342566372211
0.2237090273281911,0.3623342566372211
0.2237090273281911,0.3623342566372211
0.2237090273281911,0.3623342566372211
0.2237090273281911,0.3623342566372211
0.22363972297618145,0.3623342566372211
0.22343180424969333,0.3614628125384135
0.2233624970624541,0.35971985303953025
0.22329319271044445,0.35971985303953025
0.22329319271044445,0.35971985303953025
0.2232238855232052,0.35971985303953025
0.2232238855232052,0.35971985303953025
0.2232238855232052,0.35971985303953025
0.2232238855232052,0.35971985303953025
0.2232238855232052,0.35971985303953025
0.2232238855232052,0.35971985303953025
0.2232238855232052,0.35971985303953025
0.2232238855232052,0.35971985303953025
0.24650031805747263,0.540570207649257
0.24655229632147985,0.540570207649257
0.2465869513327143,0.5403523466245551
0.24670823678396075,0.5399166245751513
0.2468988265872169,0.5394809025257475
0.2470894192257026,0.5388272838010079
0.24729733795219078,0.5381737007269022
0.24747060166744445,0.5377379786774983
0.2476611943059302,0.5373022209774605
0.24776515083394468,0.5368664989280567
0.2478171319331815,0.5368664989280567
0.24786911019718877,0.5364307768786529
0.24792109129642553,0.5364307768786529
0.24819139357950298,0.535581079666618
0.24844782875467336,0.535581079666618
0.248602036891877,0.5336420773310737
0.248602036891877,0.5336420773310737
0.248602036891877,0.5336420773310737
0.2487579745191283,0.5316812924581226
0.24891391498160914,0.5277597583628544
0.24938173069859265,0.521877403744001
0.249537668325844,0.5159950491251477
0.2496936059530953,0.5101126945062943
0.24984954641557616,0.5042303398874409
0.2501614216700788,0.49638720039563644
0.24846342535262805,0.48385995974615603
0.24901787434485323,0.4908316194885189
0.25005746230683473,0.5021606066768218
0.25088913437755767,0.5117466700168756
0.2515821949090317,0.5213326977062952
0.7591613348922068,0.5768880076685939
0.7630597755734895,0.578848756890911
0.7677379327433245,0.5808095417638621
0.771480455643963,0.5808095417638621
0.7756907744149778,0.5847311115097644
0.7657106868844659,0.6219860240958357
0.7636834863892805,0.6180644543499335
0.7625919173280622,0.6161036694769824
0.7615003482668439,0.6121820997310801
0.7604087792056256,0.610221314858129
0.6495367264625753,0.6533585464124196
0.6470417102504066,0.6553193312853708
0.644078901003091,0.659240901031273
0.6420517118488239,0.6612016859042241
0.6403363894433708,0.6631624707771753
0.612735372715298,0.6239467733181527
0.611799741281331,0.6239467733181527
0.6075894253455456,0.6180644186992994
0.6018197331372473,0.6180644186992994
0.5957381571687577,0.6062997094615927
0.5996421974284734,0.5798092919242187
0.600889704116943,0.5817700767971699
0.6024490888951448,0.5837308616701209
0.6055678386049413,0.5915740011619255
0.6104018993792727,0.5974563557807788
0.6134596462892885,0.6084791040225608
0.6133037086620372,0.6084791040225608
0.612056199138338,0.6084791040225608
0.6100289986431526,0.6084791040225608
0.6086255543274317,0.6084791040225608
0.6075339852662135,0.6084791040225608
0.6072811479973882,0.6026920078978988
0.6068133322804047,0.6026920078978988
0.6066573946531534,0.6026920078978988
0.6065014570259021,0.6026920078978988
0.6050980098749515,0.6026920078978988
0.6049420722477002,0.6026920078978988
0.6047861317852193,0.6007312230249477
0.6047861317852193,0.6007312230249477
0.6047861317852193,0.6007312230249477
0.6047861317852193,0.6007312230249477
0.6047861317852193,0.6007312230249477
0.6047861317852193,0.6007312230249477
0.6055765541006899,0.597024590951755
0.6055765541006899,0.597024590951755
0.6055765541006899,0.597024590951755
0.6055765541006899,0.597024590951755
0.6052646788461873,0.5989853758247061
0.6049528007564551,0.6029069455706083
0.604640922666723,0.6029069455706083
0.6043290474122204,0.6048677304435595
0.6043290474122204,0.6048677304435595
0.6041731069497395,0.6048677304435595
0.6040171693224882,0.6048677304435595
0.6037052940679855,0.6048677304435595
0.603237478351002,0.6068285153165106
0.6026137221715376,0.6068285153165106
0.6018137309562129,0.6172511920859014
0.6016577904937321,0.6172511920859014
0.6019005683679848,0.6345295214344446
0.6019005683679848,0.6345295214344446
0.6018029797656214,0.645050879158896
0.6018029797656214,0.645050879158896
0.6016962617239898,0.6485011831732429
0.6016962617239898,0.6485011831732429
0.6016549354175386,0.6425018588240595
0.6016549354175386,0.6425018588240595
0.60165005882265,0.6322598951186866
0.60165005882265,0.6322598951186866
0.6016629194240538,0.6356049941119413
0.6016629194240538,0.6356049941119413
0.6016693639009036,0.6502924136306348
0.6016693639009036,0.6502924136306348
0.6016687798436089,0.6294005716650471
0.6016687798436089,0.6294005716650471
0.61469301935827,0.6112567162229493
0.6148489569855213,0.6112567162229493
0.6150048946127726,0.6132175010959005
0.6151608350752535,0.6132175010959005
0.6153167727025048,0.6151782859688516
0.5999164038226913,0.5951664442542444
0.5985129566717408,0.5971272291271954
0.596329832725452,0.6030095837460488
0.5927432644634425,0.6108527232378533
0.5918076386999346,0.6128135081108044
0.5894685771263946,0.6186958627296578
0.5871295098823954,0.6245782173485112
0.5840107573373693,0.6284997870944135
0.5810151331428208,0.5994848768584319
0.5789879439885539,0.601445661731383
0.5334525180684716,0.6196076633462141
0.534700019086482,0.6235292330921164
0.5357915796420116,0.6294115877109697
0.5367272054055194,0.633333157456872
0.5375068935417759,0.6372547272027742
0.5381306440507811,0.6392155120757254
0.5387543945597865,0.6411762969486765
0.5393781479040213,0.6450978310439447
0.5398459636210048,0.6470586159168958
0.54046971413001,0.6490194007898469
0.5715013104587086,0.6843135998042352
0.5716572509211895,0.6843135998042352
0.5716572509211895,0.6843135998042352
0.5716572509211895,0.6843135998042352
0.5716572509211895,0.6843135998042352
0.6621010577155694,0.8686273422110067
0.6631926267767877,0.8803920514487134
0.6678707499238676,0.905882219146444
0.6758235689136843,0.9294116732724915
0.6858035657168495,0.9470587014784175
0.6946919849531077,0.9588234107161242
0.7006176261295757,0.9647057653349776
0.705451720926662,0.9666665858585628
0.7082586123933334,0.9686273707315138
0.710597690978251,0.9705881556044651
0.7123130133837041,0.9705881556044651
0.714808029595873,0.9725489761280502
0.7180827367795279,0.9725489761280502
0.7236965027014932,0.9725489761280502
0.730089936913108,0.9745097610010014
0.7397580584617707,0.9745097610010014
0.7481786931685708,0.9764705458739524
0.7601858933021508,0.9803921156198547
0.7771830804963953,0.9901960399846104
0.7912174782899312,1.0
0.49259699298442,0.9411767033659046
0.47544385398677635,0.9156865356681742
0.4649960329609389,0.9098041810493208
0.45345664854434226,0.9078433961763697
0.44534789192727436,0.9019610415575163
0.9063701067931469,0.06470597210865514
0.906058274067088,0.06274518723570388
0.9049667248524769,0.05294126287094836
0.9040311387821831,0.041176589283875686
0.9032514676573042,0.029411880046168903
0.902471839060869,0.01764717080846223
0.9026277568415131,0.01764717080846223
0.9027836717869278,0.01960795568141327
0.902939589567572,0.02156877620499853
0.9030955073482162,0.02156877620499853
0.9030955073482162,0.02156877620499853
0.9032514222936308,0.01960795568141327
0.903407340074275,0.01960795568141327
0.9035632578549192,0.01764717080846223
0.9037191728003338,0.01764717080846223
0.903875090580978,0.01764717080846223
0.9040310083616222,0.013725601062559933
0.9041869233070368,0.013725601062559933
0.904342841087681,0.009803995666023635
0.904342841087681,0.007843210793072486
0.9044987588683253,0.0058823902694873365
0.9046546766489695,0.0039216053965362985
0.904810591594384,0.0039216053965362985
0.904810591594384,0.0039216053965362985
0.9049665093750283,0.0019608205235851495
0.9049665093750283,0.0019608205235851495
0.9051224271556725,0.0019608205235851495
0.9051224271556725,0.0019608205235851495
0.905278342101087,0.0019608205235851495
0.9055901776623754,0.0019608205235851495
0.9057460926077902,0.0019608205235851495
0.9060579281690786,0.0019608205235851495
0.9060579281690786,0.0019608205235851495
0.9062138431144932,0.0019608205235851495
0.9062138431144932,0.0019608205235851495
0.9062138431144932,0.0019608205235851495
0.9062138431144932,0.0019608205235851495
0.9062138431144932,0.0
0.9062138431144932,0.0
0.9062138431144932,0.0
0.9062138431144932,0.0
0.9062138431144932,0.0
0.9062138431144932,0.0
0.9062138431144932,0.0
0.9062138431144932,0.0
0.9060579281690786,0.0
0.9060579281690786,0.0
0.9060579281690786,0.0
0.9060579281690786,0.0
0.9060579281690786,0.0
0.9060579281690786,0.0
0.9060579281690786,0.0
0.9060579281690786,0.0
0.9060579281690786,0.0
0.9060579281690786,0.0
0.9060579281690786,0.0
0.9060579281690786,0.0
0.9060579281690786,0.0
0.9060579281690786,0.0
0.9060579281690786,0.0
0.30475261341752613,0.28318453709362906
0.3048219206047654,0.28318453709362906
0.3048219206047654,0.28318453709362906
0.3048219206047654,0.28318453709362906
0.3048219206047654,0.28318453709362906
0.3092575040368779,0.32588622485168617
0.30946541992813636,0.3293720725481846
0.3098119501938734,0.3319864761458755
0.31029709199885935,0.3354723238423739
0.31092084817832377,0.33982957998704594
